filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,11,"{""name"":""rect"",""x"":565,""y"":121,""width"":24,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,12,"{""name"":""rect"",""x"":529,""y"":77,""width"":38,""height"":30}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,13,"{""name"":""rect"",""x"":80,""y"":145,""width"":32,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,14,"{""name"":""rect"",""x"":166,""y"":78,""width"":46,""height"":43}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,15,"{""name"":""rect"",""x"":165,""y"":131,""width"":36,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,16,"{""name"":""rect"",""x"":233,""y"":131,""width"":37,""height"":38}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,17,"{""name"":""rect"",""x"":276,""y"":107,""width"":44,""height"":44}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,18,"{""name"":""rect"",""x"":212,""y"":105,""width"":30,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,19,"{""name"":""rect"",""x"":214,""y"":63,""width"":30,""height"":42}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,20,"{""name"":""rect"",""x"":250,""y"":58,""width"":29,""height"":43}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,21,"{""name"":""rect"",""x"":146,""y"":42,""width"":46,""height"":30}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,22,"{""name"":""rect"",""x"":208,""y"":6,""width"":48,""height"":39}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,23,"{""name"":""rect"",""x"":2,""y"":165,""width"":24,""height"":33}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,24,"{""name"":""rect"",""x"":44,""y"":285,""width"":29,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,25,"{""name"":""rect"",""x"":325,""y"":107,""width"":32,""height"":45}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,26,"{""name"":""rect"",""x"":334,""y"":67,""width"":43,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,27,"{""name"":""rect"",""x"":326,""y"":35,""width"":28,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,28,"{""name"":""rect"",""x"":284,""y"":48,""width"":33,""height"":18}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,29,"{""name"":""rect"",""x"":395,""y"":-1,""width"":39,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,30,"{""name"":""rect"",""x"":627,""y"":27,""width"":22,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,31,"{""name"":""rect"",""x"":491,""y"":335,""width"":38,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,32,"{""name"":""rect"",""x"":7,""y"":366,""width"":25,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,33,"{""name"":""rect"",""x"":2,""y"":395,""width"":17,""height"":19}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,34,"{""name"":""rect"",""x"":31,""y"":383,""width"":21,""height"":26}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,35,"{""name"":""rect"",""x"":53,""y"":364,""width"":16,""height"":21}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,36,"{""name"":""rect"",""x"":59,""y"":384,""width"":15,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,37,"{""name"":""rect"",""x"":78,""y"":377,""width"":15,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,38,"{""name"":""rect"",""x"":98,""y"":390,""width"":31,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,39,"{""name"":""rect"",""x"":135,""y"":336,""width"":39,""height"":36}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,40,"{""name"":""rect"",""x"":221,""y"":305,""width"":28,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,41,"{""name"":""rect"",""x"":254,""y"":303,""width"":27,""height"":37}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,42,"{""name"":""rect"",""x"":183,""y"":356,""width"":23,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,43,"{""name"":""rect"",""x"":180,""y"":325,""width"":23,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,44,"{""name"":""rect"",""x"":137,""y"":382,""width"":29,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,45,"{""name"":""rect"",""x"":178,""y"":389,""width"":33,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,46,"{""name"":""rect"",""x"":209,""y"":349,""width"":24,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,47,"{""name"":""rect"",""x"":215,""y"":380,""width"":27,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,48,"{""name"":""rect"",""x"":298,""y"":287,""width"":36,""height"":35}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,49,"{""name"":""rect"",""x"":347,""y"":274,""width"":21,""height"":41}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,50,"{""name"":""rect"",""x"":393,""y"":285,""width"":32,""height"":33}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,51,"{""name"":""rect"",""x"":431,""y"":253,""width"":33,""height"":34}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,52,"{""name"":""rect"",""x"":451,""y"":281,""width"":36,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,53,"{""name"":""rect"",""x"":703,""y"":183,""width"":41,""height"":34}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,54,"{""name"":""rect"",""x"":661,""y"":199,""width"":32,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,55,"{""name"":""rect"",""x"":612,""y"":222,""width"":41,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,56,"{""name"":""rect"",""x"":555,""y"":223,""width"":38,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,57,"{""name"":""rect"",""x"":521,""y"":252,""width"":36,""height"":24}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,58,"{""name"":""rect"",""x"":483,""y"":262,""width"":38,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,59,"{""name"":""rect"",""x"":702,""y"":221,""width"":37,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,60,"{""name"":""rect"",""x"":667,""y"":237,""width"":29,""height"":33}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,61,"{""name"":""rect"",""x"":614,""y"":256,""width"":35,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,62,"{""name"":""rect"",""x"":581,""y"":255,""width"":25,""height"":26}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,63,"{""name"":""rect"",""x"":552,""y"":339,""width"":29,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,64,"{""name"":""rect"",""x"":508,""y"":387,""width"":25,""height"":24}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,65,"{""name"":""rect"",""x"":710,""y"":383,""width"":31,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,66,"{""name"":""rect"",""x"":673,""y"":384,""width"":28,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,67,"{""name"":""rect"",""x"":712,""y"":352,""width"":28,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,68,"{""name"":""rect"",""x"":712,""y"":323,""width"":25,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,69,"{""name"":""rect"",""x"":709,""y"":288,""width"":27,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,70,"{""name"":""rect"",""x"":706,""y"":255,""width"":31,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,71,"{""name"":""rect"",""x"":671,""y"":277,""width"":31,""height"":31}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,72,"{""name"":""rect"",""x"":651,""y"":303,""width"":29,""height"":24}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,73,"{""name"":""rect"",""x"":624,""y"":348,""width"":29,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,74,"{""name"":""rect"",""x"":665,""y"":349,""width"":21,""height"":26}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,75,"{""name"":""rect"",""x"":686,""y"":330,""width"":23,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,76,"{""name"":""rect"",""x"":633,""y"":382,""width"":29,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,77,"{""name"":""rect"",""x"":592,""y"":385,""width"":29,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,78,"{""name"":""rect"",""x"":584,""y"":348,""width"":31,""height"":30}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,79,"{""name"":""rect"",""x"":585,""y"":313,""width"":30,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,80,"{""name"":""rect"",""x"":620,""y"":310,""width"":26,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,81,"{""name"":""rect"",""x"":573,""y"":285,""width"":38,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,82,"{""name"":""rect"",""x"":546,""y"":304,""width"":28,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,83,"{""name"":""rect"",""x"":511,""y"":291,""width"":27,""height"":20}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,84,"{""name"":""rect"",""x"":541,""y"":376,""width"":34,""height"":29}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,85,"{""name"":""rect"",""x"":462,""y"":382,""width"":32,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,86,"{""name"":""rect"",""x"":457,""y"":341,""width"":25,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,87,"{""name"":""rect"",""x"":430,""y"":305,""width"":30,""height"":27}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,88,"{""name"":""rect"",""x"":427,""y"":390,""width"":23,""height"":21}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,89,"{""name"":""rect"",""x"":433,""y"":355,""width"":21,""height"":25}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,90,"{""name"":""rect"",""x"":389,""y"":375,""width"":25,""height"":28}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,91,"{""name"":""rect"",""x"":385,""y"":347,""width"":28,""height"":22}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1000_1500_1200_2200_region.jpg,203744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",113,92,"{""name"":""rect"",""x"":379,""y"":319,""width"":32,""height"":23}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
