image_path,xmin,xmax,ymin,ymax,label
1000_1500_8200_9200_region_16.png,124,149,0,6,Tree
1000_1500_8200_9200_region_17.png,0,36,42,79,Tree
1000_1500_8200_9200_region_17.png,115,150,96,135,Tree
1000_1500_8200_9200_region_17.png,100,137,54,82,Tree
1000_1500_8200_9200_region_17.png,111,139,23,46,Tree
1000_1500_8200_9200_region_17.png,130,149,0,18,Tree
1000_1500_8200_9200_region_17.png,86,120,0,9,Tree
1000_1500_8200_9200_region_17.png,76,106,97,126,Tree
1000_1500_8200_9200_region_18.png,121,150,44,73,Tree
1000_1500_8200_9200_region_18.png,115,150,0,22,Tree
1000_1500_8200_9200_region_18.png,76,106,0,13,Tree
1000_1500_8200_9200_region_19.png,121,150,33,62,Tree
1000_1500_8200_9200_region_19.png,115,150,0,11,Tree
1000_1500_8200_9200_region_19.png,76,106,0,2,Tree
1000_1500_8200_9200_region_20.png,131,150,80,102,Tree
1000_1500_8200_9200_region_20.png,122,150,120,149,Tree
1000_1500_8200_9200_region_20.png,91,128,76,106,Tree
1000_1500_8200_9200_region_20.png,146,150,48,76,Tree
1000_1500_8200_9200_region_20.png,115,150,14,39,Tree
1000_1500_8200_9200_region_20.png,67,96,12,37,Tree
1000_1500_8200_9200_region_20.png,58,100,44,73,Tree
1000_1500_8200_9200_region_20.png,11,36,93,119,Tree
1000_1500_8200_9200_region_20.png,0,18,8,34,Tree
1000_1500_8200_9200_region_21.png,0,26,136,150,Tree
1000_1500_8200_9200_region_21.png,17,36,112,131,Tree
1000_1500_8200_9200_region_21.png,0,7,87,122,Tree
1000_1500_8200_9200_region_21.png,39,68,86,112,Tree
1000_1500_8200_9200_region_21.png,122,150,7,36,Tree
1000_1500_8200_9200_region_21.png,143,150,43,70,Tree
1000_1500_8200_9200_region_21.png,72,115,76,107,Tree
1000_1500_8200_9200_region_21.png,46,74,49,73,Tree
1000_1500_8200_9200_region_21.png,2,41,46,83,Tree
1000_1500_8200_9200_region_21.png,11,36,0,6,Tree
1000_1500_8200_9200_region_22.png,2,42,96,135,Tree
1000_1500_8200_9200_region_22.png,133,150,125,150,Tree
1000_1500_8200_9200_region_22.png,79,111,118,145,Tree
1000_1500_8200_9200_region_22.png,46,74,61,83,Tree
1000_1500_8200_9200_region_22.png,0,24,54,82,Tree
1000_1500_8200_9200_region_22.png,0,26,23,46,Tree
1000_1500_8200_9200_region_22.png,17,36,0,18,Tree
1000_1500_8200_9200_region_22.png,0,7,0,9,Tree
1000_1500_8200_9200_region_23.png,8,42,44,73,Tree
1000_1500_8200_9200_region_23.png,2,42,0,22,Tree
1000_1500_8200_9200_region_23.png,133,150,12,47,Tree
1000_1500_8200_9200_region_23.png,56,94,42,70,Tree
1000_1500_8200_9200_region_23.png,79,111,5,32,Tree
1000_1500_8200_9200_region_24.png,8,42,33,62,Tree
1000_1500_8200_9200_region_24.png,2,42,0,11,Tree
1000_1500_8200_9200_region_24.png,133,150,1,36,Tree
1000_1500_8200_9200_region_24.png,56,94,31,59,Tree
1000_1500_8200_9200_region_24.png,79,111,0,21,Tree
1000_1500_8200_9200_region_25.png,18,45,80,102,Tree
1000_1500_8200_9200_region_25.png,9,46,120,149,Tree
1000_1500_8200_9200_region_25.png,139,150,40,69,Tree
1000_1500_8200_9200_region_25.png,130,150,128,150,Tree
1000_1500_8200_9200_region_25.png,119,150,7,34,Tree
1000_1500_8200_9200_region_25.png,64,104,8,32,Tree
1000_1500_8200_9200_region_25.png,94,123,107,141,Tree
1000_1500_8200_9200_region_25.png,53,86,114,145,Tree
1000_1500_8200_9200_region_25.png,0,15,76,106,Tree
1000_1500_8200_9200_region_25.png,33,74,48,76,Tree
1000_1500_8200_9200_region_25.png,2,43,14,39,Tree
1000_1500_8200_9200_region_26.png,9,46,7,36,Tree
1000_1500_8200_9200_region_26.png,140,150,136,150,Tree
1000_1500_8200_9200_region_26.png,139,150,100,129,Tree
1000_1500_8200_9200_region_26.png,113,150,57,87,Tree
1000_1500_8200_9200_region_26.png,130,150,15,48,Tree
1000_1500_8200_9200_region_26.png,102,129,121,150,Tree
1000_1500_8200_9200_region_26.png,37,83,115,149,Tree
1000_1500_8200_9200_region_26.png,51,78,78,106,Tree
1000_1500_8200_9200_region_26.png,78,110,40,68,Tree
1000_1500_8200_9200_region_26.png,94,123,0,28,Tree
1000_1500_8200_9200_region_26.png,53,86,1,32,Tree
1000_1500_8200_9200_region_26.png,30,65,43,70,Tree
1000_1500_8200_9200_region_27.png,20,59,125,150,Tree
1000_1500_8200_9200_region_27.png,113,150,105,139,Tree
1000_1500_8200_9200_region_27.png,62,103,104,141,Tree
1000_1500_8200_9200_region_27.png,113,148,59,89,Tree
1000_1500_8200_9200_region_27.png,140,150,23,51,Tree
1000_1500_8200_9200_region_27.png,139,150,0,16,Tree
1000_1500_8200_9200_region_27.png,66,92,54,78,Tree
1000_1500_8200_9200_region_27.png,102,129,8,47,Tree
1000_1500_8200_9200_region_27.png,37,83,2,36,Tree
1000_1500_8200_9200_region_28.png,20,59,12,47,Tree
1000_1500_8200_9200_region_28.png,79,114,44,77,Tree
1000_1500_8200_9200_region_28.png,113,150,0,26,Tree
1000_1500_8200_9200_region_28.png,62,103,0,28,Tree
1000_1500_8200_9200_region_29.png,20,59,1,36,Tree
1000_1500_8200_9200_region_29.png,79,114,33,66,Tree
1000_1500_8200_9200_region_29.png,113,150,0,15,Tree
1000_1500_8200_9200_region_29.png,62,103,0,17,Tree
1000_1500_8200_9200_region_30.png,108,136,100,129,Tree
1000_1500_8200_9200_region_30.png,106,132,45,74,Tree
1000_1500_8200_9200_region_30.png,26,55,40,69,Tree
1000_1500_8200_9200_region_30.png,61,94,123,150,Tree
1000_1500_8200_9200_region_30.png,61,93,44,79,Tree
1000_1500_8200_9200_region_30.png,17,53,128,150,Tree
1000_1500_8200_9200_region_30.png,6,43,7,34,Tree
1000_1500_8200_9200_region_30.png,0,10,107,141,Tree
1000_1500_8200_9200_region_31.png,108,136,0,16,Tree
1000_1500_8200_9200_region_31.png,74,110,144,150,Tree
1000_1500_8200_9200_region_31.png,74,111,99,131,Tree
1000_1500_8200_9200_region_31.png,50,96,46,85,Tree
1000_1500_8200_9200_region_31.png,61,94,10,41,Tree
1000_1500_8200_9200_region_31.png,27,58,136,150,Tree
1000_1500_8200_9200_region_31.png,26,62,100,129,Tree
1000_1500_8200_9200_region_31.png,0,39,57,87,Tree
1000_1500_8200_9200_region_31.png,17,53,15,48,Tree
1000_1500_8200_9200_region_31.png,0,16,121,150,Tree
1000_1500_8200_9200_region_31.png,0,10,0,28,Tree
1000_1500_8200_9200_region_32.png,118,150,62,93,Tree
1000_1500_8200_9200_region_32.png,54,91,110,142,Tree
1000_1500_8200_9200_region_32.png,0,39,105,139,Tree
1000_1500_8200_9200_region_32.png,74,110,31,58,Tree
1000_1500_8200_9200_region_32.png,74,111,0,18,Tree
1000_1500_8200_9200_region_32.png,0,35,59,89,Tree
1000_1500_8200_9200_region_32.png,27,58,23,51,Tree
1000_1500_8200_9200_region_32.png,26,62,0,16,Tree
1000_1500_8200_9200_region_32.png,0,16,8,47,Tree
1000_1500_8200_9200_region_33.png,0,1,44,77,Tree
1000_1500_8200_9200_region_33.png,54,91,0,29,Tree
1000_1500_8200_9200_region_33.png,0,39,0,26,Tree
1000_1500_8200_9200_region_34.png,0,1,33,66,Tree
1000_1500_8200_9200_region_34.png,54,91,0,18,Tree
1000_1500_8200_9200_region_34.png,0,39,0,15,Tree
1000_1500_8200_9200_region_35.png,0,23,100,129,Tree
1000_1500_8200_9200_region_35.png,0,19,45,74,Tree
1000_1500_8200_9200_region_36.png,0,23,0,16,Tree
1000_1500_8200_9200_region_37.png,5,41,62,93,Tree
1000_1500_11200_12200_region_15.png,97,114,97,117,Tree
1000_1500_11200_12200_region_15.png,92,113,52,73,Tree
1000_1500_11200_12200_region_15.png,50,82,26,55,Tree
1000_1500_11200_12200_region_16.png,129,150,113,150,Tree
1000_1500_11200_12200_region_16.png,97,114,0,4,Tree
1000_1500_11200_12200_region_16.png,57,75,81,101,Tree
1000_1500_11200_12200_region_16.png,84,107,95,124,Tree
1000_1500_11200_12200_region_17.png,129,150,0,38,Tree
1000_1500_11200_12200_region_17.png,84,107,0,11,Tree
1000_1500_11200_12200_region_20.png,0,1,97,117,Tree
1000_1500_11200_12200_region_21.png,16,49,113,150,Tree
1000_1500_11200_12200_region_21.png,60,81,127,150,Tree
1000_1500_11200_12200_region_21.png,0,1,0,4,Tree
1000_1500_11200_12200_region_22.png,16,49,0,38,Tree
1000_1500_11200_12200_region_22.png,60,81,14,39,Tree
1000_1500_11200_12200_region_23.png,118,143,45,70,Tree
1000_1500_11200_12200_region_24.png,118,143,34,59,Tree
1000_1500_11200_12200_region_27.png,37,70,122,150,Tree
1000_1500_11200_12200_region_28.png,37,70,9,37,Tree
1000_1500_11200_12200_region_28.png,5,30,45,70,Tree
1000_1500_11200_12200_region_28.png,50,77,46,74,Tree
1000_1500_11200_12200_region_28.png,93,116,54,70,Tree
1000_1500_11200_12200_region_29.png,37,70,0,26,Tree
1000_1500_11200_12200_region_29.png,5,30,34,59,Tree
1000_1500_11200_12200_region_29.png,50,77,35,63,Tree
1000_1500_11200_12200_region_29.png,93,116,43,59,Tree
1000_1500_11200_12200_region_30.png,54,75,131,150,Tree
1000_1500_11200_12200_region_31.png,54,81,136,150,Tree
1000_1500_11200_12200_region_31.png,53,78,64,89,Tree
1000_1500_11200_12200_region_31.png,54,75,18,43,Tree
1000_1500_11200_12200_region_32.png,57,80,87,115,Tree
1000_1500_11200_12200_region_32.png,113,134,52,75,Tree
1000_1500_11200_12200_region_32.png,79,114,48,81,Tree
1000_1500_11200_12200_region_32.png,54,81,23,40,Tree
1000_1500_11200_12200_region_33.png,57,80,0,2,Tree
1000_1500_11200_12200_region_33.png,111,145,49,72,Tree
1000_1500_11200_12200_region_33.png,38,64,52,70,Tree
1000_1500_11200_12200_region_33.png,0,3,54,70,Tree
1000_1500_11200_12200_region_34.png,111,145,38,61,Tree
1000_1500_11200_12200_region_34.png,38,64,41,59,Tree
1000_1500_11200_12200_region_34.png,0,3,43,59,Tree
1000_1500_11200_12200_region_37.png,0,21,52,75,Tree
1000_1500_11200_12200_region_37.png,0,1,48,81,Tree
1000_1500_11200_12200_region_38.png,0,32,49,72,Tree
1000_1500_11200_12200_region_39.png,0,32,38,61,Tree
1000_1500_12200_13200_region_2.png,45,95,144,150,Tree
1000_1500_12200_13200_region_3.png,106,138,47,75,Tree
1000_1500_12200_13200_region_3.png,45,95,31,67,Tree
1000_1500_12200_13200_region_4.png,106,138,36,64,Tree
1000_1500_12200_13200_region_4.png,45,95,20,56,Tree
1000_1500_12200_13200_region_5.png,143,150,115,149,Tree
1000_1500_12200_13200_region_5.png,100,131,13,61,Tree
1000_1500_12200_13200_region_5.png,38,77,78,118,Tree
1000_1500_12200_13200_region_6.png,112,150,145,150,Tree
1000_1500_12200_13200_region_6.png,134,150,50,82,Tree
1000_1500_12200_13200_region_6.png,143,150,2,36,Tree
1000_1500_12200_13200_region_6.png,38,77,0,5,Tree
1000_1500_12200_13200_region_7.png,112,150,32,68,Tree
1000_1500_12200_13200_region_8.png,93,145,40,72,Tree
1000_1500_12200_13200_region_8.png,0,25,47,75,Tree
1000_1500_12200_13200_region_9.png,93,145,29,61,Tree
1000_1500_12200_13200_region_9.png,0,25,36,64,Tree
1000_1500_12200_13200_region_10.png,30,69,115,149,Tree
1000_1500_12200_13200_region_10.png,0,18,13,61,Tree
1000_1500_12200_13200_region_10.png,39,77,17,62,Tree
1000_1500_12200_13200_region_11.png,0,62,145,150,Tree
1000_1500_12200_13200_region_11.png,71,106,60,94,Tree
1000_1500_12200_13200_region_11.png,21,52,50,82,Tree
1000_1500_12200_13200_region_11.png,30,69,2,36,Tree
1000_1500_12200_13200_region_12.png,0,62,32,68,Tree
1000_1500_12200_13200_region_13.png,0,32,40,72,Tree
1000_1500_12200_13200_region_14.png,0,32,29,61,Tree
1000_1500_12200_13200_region_15.png,94,124,118,145,Tree
1000_1500_12200_13200_region_15.png,106,125,100,112,Tree
1000_1500_12200_13200_region_15.png,114,149,20,52,Tree
1000_1500_12200_13200_region_16.png,85,118,70,100,Tree
1000_1500_12200_13200_region_16.png,94,124,5,32,Tree
1000_1500_12200_13200_region_17.png,129,150,145,150,Tree
1000_1500_12200_13200_region_17.png,81,123,35,79,Tree
1000_1500_12200_13200_region_17.png,33,81,40,77,Tree
1000_1500_12200_13200_region_18.png,64,119,49,74,Tree
1000_1500_12200_13200_region_18.png,129,150,32,76,Tree
1000_1500_12200_13200_region_19.png,64,119,38,63,Tree
1000_1500_12200_13200_region_19.png,129,150,21,65,Tree
1000_1500_12200_13200_region_20.png,59,105,117,150,Tree
1000_1500_12200_13200_region_20.png,91,140,74,115,Tree
1000_1500_12200_13200_region_20.png,0,11,118,145,Tree
1000_1500_12200_13200_region_20.png,0,12,100,112,Tree
1000_1500_12200_13200_region_20.png,1,36,20,52,Tree
1000_1500_12200_13200_region_21.png,55,98,148,150,Tree
1000_1500_12200_13200_region_21.png,100,141,113,150,Tree
1000_1500_12200_13200_region_21.png,109,148,65,103,Tree
1000_1500_12200_13200_region_21.png,49,94,100,139,Tree
1000_1500_12200_13200_region_21.png,54,97,58,99,Tree
1000_1500_12200_13200_region_21.png,59,105,4,42,Tree
1000_1500_12200_13200_region_21.png,91,140,0,2,Tree
1000_1500_12200_13200_region_21.png,0,5,70,100,Tree
1000_1500_12200_13200_region_21.png,0,11,5,32,Tree
1000_1500_12200_13200_region_22.png,16,64,145,150,Tree
1000_1500_12200_13200_region_22.png,49,98,114,148,Tree
1000_1500_12200_13200_region_22.png,38,97,65,108,Tree
1000_1500_12200_13200_region_22.png,55,98,35,65,Tree
1000_1500_12200_13200_region_22.png,100,141,0,47,Tree
1000_1500_12200_13200_region_22.png,49,94,0,26,Tree
1000_1500_12200_13200_region_22.png,0,10,35,79,Tree
1000_1500_12200_13200_region_23.png,16,64,32,76,Tree
1000_1500_12200_13200_region_23.png,49,98,1,35,Tree
1000_1500_12200_13200_region_24.png,16,64,21,65,Tree
1000_1500_12200_13200_region_24.png,49,98,0,24,Tree
1000_1500_12200_13200_region_25.png,0,27,74,115,Tree
1000_1500_12200_13200_region_26.png,0,28,113,150,Tree
1000_1500_12200_13200_region_26.png,0,35,65,103,Tree
1000_1500_12200_13200_region_26.png,0,27,0,2,Tree
1000_1500_12200_13200_region_27.png,0,28,0,47,Tree
1000_1500_12200_13200_region_32.png,119,150,112,143,Tree
1000_1500_12200_13200_region_33.png,119,150,0,30,Tree
1000_1500_12200_13200_region_34.png,119,150,0,19,Tree
1000_1500_12200_13200_region_37.png,6,37,112,143,Tree
1000_1500_12200_13200_region_38.png,6,37,0,30,Tree
1000_1500_12200_13200_region_39.png,6,37,0,19,Tree
20000_20500_1200_2200_region_5.png,148,150,146,150,Tree
20000_20500_1200_2200_region_5.png,110,138,141,150,Tree
20000_20500_1200_2200_region_5.png,55,84,36,63,Tree
20000_20500_1200_2200_region_6.png,148,150,96,122,Tree
20000_20500_1200_2200_region_6.png,148,150,33,68,Tree
20000_20500_1200_2200_region_6.png,110,138,28,75,Tree
20000_20500_1200_2200_region_7.png,148,150,0,9,Tree
20000_20500_1200_2200_region_10.png,35,69,146,150,Tree
20000_20500_1200_2200_region_10.png,0,25,141,150,Tree
20000_20500_1200_2200_region_10.png,87,101,84,98,Tree
20000_20500_1200_2200_region_11.png,35,60,96,122,Tree
20000_20500_1200_2200_region_11.png,90,110,57,85,Tree
20000_20500_1200_2200_region_11.png,35,69,33,68,Tree
20000_20500_1200_2200_region_11.png,0,25,28,75,Tree
20000_20500_1200_2200_region_11.png,132,150,91,126,Tree
20000_20500_1200_2200_region_12.png,35,60,0,9,Tree
20000_20500_1200_2200_region_12.png,132,150,0,13,Tree
20000_20500_1200_2200_region_15.png,108,126,123,144,Tree
20000_20500_1200_2200_region_15.png,138,150,62,82,Tree
20000_20500_1200_2200_region_15.png,143,150,15,48,Tree
20000_20500_1200_2200_region_15.png,88,112,16,53,Tree
20000_20500_1200_2200_region_16.png,108,126,10,31,Tree
20000_20500_1200_2200_region_16.png,49,77,46,80,Tree
20000_20500_1200_2200_region_16.png,19,54,91,126,Tree
20000_20500_1200_2200_region_16.png,127,150,71,109,Tree
20000_20500_1200_2200_region_17.png,50,84,140,150,Tree
20000_20500_1200_2200_region_17.png,19,54,0,13,Tree
20000_20500_1200_2200_region_18.png,50,84,27,63,Tree
20000_20500_1200_2200_region_19.png,50,84,16,52,Tree
20000_20500_1200_2200_region_20.png,0,13,123,144,Tree
20000_20500_1200_2200_region_20.png,25,47,62,82,Tree
20000_20500_1200_2200_region_20.png,30,65,15,48,Tree
20000_20500_1200_2200_region_21.png,0,13,10,31,Tree
20000_20500_1200_2200_region_21.png,14,59,71,109,Tree
20000_20500_1200_2200_region_26.png,128,149,113,136,Tree
20000_20500_1200_2200_region_26.png,97,112,116,135,Tree
20000_20500_1200_2200_region_27.png,128,149,0,23,Tree
20000_20500_1200_2200_region_27.png,97,112,3,22,Tree
20000_20500_1200_2200_region_30.png,109,150,88,128,Tree
20000_20500_1200_2200_region_31.png,71,92,146,150,Tree
20000_20500_1200_2200_region_31.png,109,150,0,15,Tree
20000_20500_1200_2200_region_31.png,45,70,118,145,Tree
20000_20500_1200_2200_region_31.png,15,36,113,136,Tree
20000_20500_1200_2200_region_32.png,71,92,33,58,Tree
20000_20500_1200_2200_region_32.png,45,70,5,32,Tree
20000_20500_1200_2200_region_32.png,15,36,0,23,Tree
20000_20500_1200_2200_region_35.png,0,41,88,128,Tree
20000_20500_1200_2200_region_36.png,0,41,0,15,Tree
20000_20500_2200_3200_region_0.png,37,82,83,113,Tree
20000_20500_2200_3200_region_0.png,10,46,34,63,Tree
20000_20500_2200_3200_region_2.png,61,82,104,119,Tree
20000_20500_2200_3200_region_2.png,14,41,120,147,Tree
20000_20500_2200_3200_region_3.png,61,82,0,6,Tree
20000_20500_2200_3200_region_3.png,14,41,7,34,Tree
20000_20500_2200_3200_region_4.png,14,41,0,23,Tree
20000_20500_2200_3200_region_5.png,103,134,44,68,Tree
20000_20500_2200_3200_region_5.png,55,84,6,29,Tree
20000_20500_2200_3200_region_6.png,46,79,148,150,Tree
20000_20500_2200_3200_region_6.png,127,148,142,150,Tree
20000_20500_2200_3200_region_7.png,46,79,35,66,Tree
20000_20500_2200_3200_region_7.png,127,148,29,44,Tree
20000_20500_2200_3200_region_10.png,0,21,44,68,Tree
20000_20500_2200_3200_region_11.png,14,35,142,150,Tree
20000_20500_2200_3200_region_12.png,14,35,29,44,Tree
20000_20500_2200_3200_region_16.png,125,150,97,112,Tree
20000_20500_2200_3200_region_21.png,12,43,97,112,Tree
20000_20500_2200_3200_region_21.png,50,74,74,95,Tree
20000_20500_2200_3200_region_21.png,65,85,47,63,Tree
20000_20500_2200_3200_region_22.png,71,106,107,138,Tree
20000_20500_2200_3200_region_22.png,52,94,49,90,Tree
20000_20500_2200_3200_region_23.png,71,106,0,25,Tree
20000_20500_2200_3200_region_24.png,71,106,0,14,Tree
20000_20500_2200_3200_region_25.png,78,108,65,96,Tree
20000_20500_2200_3200_region_25.png,128,150,19,62,Tree
20000_20500_2200_3200_region_30.png,15,50,19,62,Tree
1000_1500_5200_6200_region_0.png,146,150,126,150,Tree
1000_1500_5200_6200_region_1.png,33,68,148,150,Tree
1000_1500_5200_6200_region_1.png,146,150,13,52,Tree
1000_1500_5200_6200_region_2.png,89,132,80,115,Tree
1000_1500_5200_6200_region_2.png,50,107,116,149,Tree
1000_1500_5200_6200_region_2.png,59,91,56,75,Tree
1000_1500_5200_6200_region_2.png,33,68,35,72,Tree
1000_1500_5200_6200_region_3.png,89,132,0,2,Tree
1000_1500_5200_6200_region_3.png,50,107,3,36,Tree
1000_1500_5200_6200_region_3.png,14,50,49,74,Tree
1000_1500_5200_6200_region_4.png,50,107,0,25,Tree
1000_1500_5200_6200_region_4.png,14,50,38,63,Tree
1000_1500_5200_6200_region_5.png,89,115,72,105,Tree
1000_1500_5200_6200_region_5.png,54,85,62,100,Tree
1000_1500_5200_6200_region_5.png,33,73,126,150,Tree
1000_1500_5200_6200_region_6.png,63,102,75,115,Tree
1000_1500_5200_6200_region_6.png,118,142,44,67,Tree
1000_1500_5200_6200_region_6.png,33,73,13,52,Tree
1000_1500_5200_6200_region_7.png,121,150,84,132,Tree
1000_1500_5200_6200_region_7.png,0,19,80,115,Tree
1000_1500_5200_6200_region_7.png,63,102,0,2,Tree
